date,gtrends_hotels_kingston_worldwide,gtrends_island_grill_jamaica,gtrends_pizza_hut_jamaica,gtrends_crave_jamaica,gtrends_uber_eats_jamaica,gtrends_doordash_jamaica,gtrends_samsung_jamaica,gtrends_apple_jamaica,gtrends_pricesmart_jamaica,gtrends_shoppers_fair_jamaica,gtrends_maxie_jamaica,gtrends_flights_kingston_worldwide,gtrends_amazon_jamaica,gtrends_macy_s_jamaica,gtrends_shein_jamaica,gtrends_bob_marley_museum_jamaica,gtrends_restaurants_jamaica,gtrends_ncb_jamaica,gtrends_scotiabank_jamaica,gtrends_jmmb_jamaica,gtrends_citi_jamaica,gtrends_jn_bank_jamaica,gtrends_jamaica_flights_worldwide,gtrends_sagicor_jamaica,gtrends_credit_cards_jamaica,gtrends_honda_jamaica,gtrends_jacars_net_jamaica,gtrends_toyota_jamaica_jamaica,gtrends_montego_bay_jamaica,gtrends_ocho_rios_jamaica,gtrends_blue_mountains_jamaica,gtrends_treasure_beach_jamaica,gtrends_montego_bay_resorts_jamaica_worldwide,gtrends_jamaica_flights_jamaica,gtrends_toyota_jamaica,gtrends_linkedin_jamaica,gtrends_caribbeanjobs_com_jamaica,gtrends_kfc_jamaica,gtrends_burger_king_jamaica,gtrends_airbnb_jamaica_worldwide
2020-09-01,19,7,70,18,56,0,55,63,29,49,36,15,80,23,22,0,44,86,51,63,0,78,25,70,26,34,60,73,52,59,19,15,19,9,39,29,33,40,48,41
2020-10-01,18,7,62,12,0,0,55,59,28,40,36,15,78,30,22,0,50,77,39,50,12,70,26,62,31,31,53,66,48,57,25,16,18,7,35,27,20,37,43,44
2020-11-01,15,7,53,16,0,0,50,59,28,42,43,15,82,51,26,15,54,73,35,47,10,69,24,58,18,29,49,64,49,56,21,13,17,9,32,24,15,35,38,41
2020-12-01,13,9,74,22,0,46,55,66,42,64,59,16,80,47,24,17,65,85,44,58,14,74,28,68,25,33,48,71,58,66,0,20,21,12,38,21,18,47,38,44
2021-01-01,13,9,72,12,0,0,51,65,27,40,36,14,77,45,29,22,61,77,38,52,13,72,32,64,26,34,52,77,54,61,60,19,29,13,40,24,20,39,37,55
2021-02-01,14,6,62,16,42,0,47,60,32,41,37,13,71,30,26,26,54,73,35,59,10,68,31,61,22,31,50,73,52,54,45,18,32,12,39,25,15,37,42,55
2021-03-01,18,7,53,18,0,0,46,54,32,43,24,14,68,29,29,16,47,74,33,53,12,76,38,63,29,29,43,68,53,57,45,16,41,11,35,28,18,37,37,58
2021-04-01,19,6,66,21,52,0,50,61,32,45,20,15,71,37,31,26,50,69,36,51,0,73,40,62,23,29,35,64,56,60,27,15,45,15,35,29,12,48,43,61
2021-05-01,19,9,62,14,44,0,52,61,33,46,31,19,73,40,40,0,57,71,36,56,9,72,42,63,33,29,43,70,62,64,19,17,43,15,36,26,16,46,45,63
2021-06-01,24,8,58,11,44,0,48,61,37,37,35,22,76,37,47,23,66,78,35,56,18,77,45,64,25,29,44,74,68,70,27,22,48,20,37,29,23,46,52,69
2021-07-01,34,10,74,13,0,0,50,60,36,45,42,25,74,40,51,25,72,81,39,59,13,72,45,87,29,32,54,76,73,81,16,17,46,21,42,32,25,53,47,75
2021-08-01,33,10,76,22,0,0,51,54,36,61,39,19,75,32,47,37,65,71,35,51,10,64,40,66,23,29,54,70,72,76,0,20,34,20,36,29,21,65,53,59
2021-09-01,28,8,53,15,0,0,50,62,36,39,24,20,78,33,38,17,52,78,34,53,13,76,34,64,24,26,39,66,52,57,19,14,27,12,31,27,20,46,43,50
2021-10-01,26,8,55,21,58,0,49,58,38,33,41,23,77,40,42,16,69,82,32,49,10,66,37,67,29,27,43,70,63,64,15,14,31,13,33,24,20,47,47,56
2021-11-01,22,8,50,18,39,0,50,58,41,35,43,20,82,73,54,34,72,79,34,54,13,73,38,63,26,30,44,73,63,61,21,16,35,13,35,26,14,42,41,54
2021-12-01,16,10,67,14,0,0,53,67,51,56,47,19,75,44,41,30,86,85,36,57,14,64,39,64,35,28,35,71,72,68,17,12,36,15,36,26,22,57,50,60
2022-01-01,17,10,62,15,70,0,49,65,40,47,37,20,77,36,49,33,76,82,35,68,15,77,50,64,31,33,44,75,70,68,50,17,55,17,41,43,27,54,56,79
2022-02-01,23,8,60,18,60,0,50,63,44,45,37,23,70,32,45,25,84,87,36,74,18,67,58,65,29,35,40,73,71,66,41,20,59,17,40,41,31,44,54,75
2022-03-01,22,9,54,14,0,0,46,61,46,47,50,27,70,38,50,23,78,82,35,76,15,79,64,65,33,35,40,86,73,71,39,20,53,19,39,38,29,49,60,82
2022-04-01,23,10,67,17,49,0,48,59,62,56,43,25,70,43,49,44,83,77,32,64,11,65,60,60,24,40,45,91,83,78,32,22,46,22,41,39,25,57,61,82
2022-05-01,24,10,67,16,0,0,48,63,54,51,38,27,72,34,56,30,88,78,34,69,12,70,61,64,28,35,40,91,83,72,29,17,40,26,42,41,30,56,62,78
2022-06-01,27,10,61,18,38,43,48,65,52,44,48,29,78,38,61,33,90,87,36,80,12,80,57,66,29,36,47,83,81,75,19,14,38,24,44,40,22,61,69,77
2022-07-01,31,10,71,13,36,31,51,61,54,50,56,30,91,39,63,36,91,85,37,66,11,72,56,62,40,36,39,82,85,81,15,20,41,25,46,55,26,62,71,81
2022-08-01,30,12,71,15,50,0,50,64,58,63,55,28,94,41,68,42,82,87,37,77,28,81,52,71,29,35,40,80,87,86,20,20,44,25,40,42,22,66,71,81
2022-09-01,24,11,56,11,0,0,50,70,53,56,48,26,81,38,54,29,80,79,35,72,15,79,44,77,27,33,35,80,80,68,17,15,38,19,39,40,19,57,60,67
2022-10-01,20,9,59,14,0,37,44,65,59,60,61,24,78,36,57,39,82,81,33,61,12,63,42,62,23,34,40,72,75,71,17,15,32,18,40,39,34,51,67,59
2022-11-01,18,10,58,9,31,0,46,62,59,52,51,23,86,46,62,36,78,75,32,66,11,67,42,61,26,31,33,72,69,62,25,18,33,18,36,36,27,52,64,59
2022-12-01,15,11,77,10,43,0,60,62,77,69,70,24,77,46,49,33,82,80,33,74,11,70,49,69,20,30,35,74,76,72,16,19,36,21,37,30,26,69,70,64
2023-01-01,19,11,68,14,47,0,50,69,59,60,37,30,83,33,51,43,87,83,33,75,11,77,72,68,21,34,38,88,83,75,50,26,65,25,47,35,26,57,71,93
2023-02-01,18,12,65,18,37,0,47,68,61,61,38,25,83,34,59,50,93,86,33,71,15,71,60,69,21,34,43,84,81,73,36,18,55,23,41,40,19,61,73,83
2023-03-01,18,11,61,12,54,31,46,62,60,54,40,25,82,39,62,46,85,92,37,71,11,73,58,71,28,38,36,80,79,75,34,18,51,25,45,36,31,62,71,86
2023-04-01,18,12,68,13,30,0,46,63,64,77,34,26,81,28,64,42,86,82,31,65,9,67,53,60,26,36,35,81,84,77,20,24,41,26,41,37,25,67,81,78
2023-05-01,18,12,71,17,47,38,46,63,61,65,51,24,79,35,75,40,92,86,35,74,14,68,49,66,21,36,39,89,84,76,20,23,39,27,42,43,38,67,77,74
2023-06-01,22,11,70,15,0,40,47,67,62,63,49,26,90,37,77,54,88,89,40,74,18,74,53,74,22,38,40,84,92,81,19,24,41,26,44,40,24,78,82,80
2023-07-01,24,14,78,12,0,53,49,67,66,68,49,27,96,39,82,75,96,93,39,76,11,82,51,70,32,39,37,83,94,99,24,25,38,28,46,41,34,74,78,80
2023-08-01,22,14,86,15,0,0,53,69,73,76,67,27,94,43,80,44,95,100,39,74,22,81,45,69,26,39,37,83,100,97,19,22,32,27,46,45,18,78,84,67
2023-09-01,19,12,71,14,0,43,48,77,75,63,50,22,85,34,69,35,91,89,39,72,12,79,39,69,23,38,36,85,85,72,15,18,32,22,44,38,30,71,84,63
2023-10-01,17,13,70,17,39,58,50,65,76,72,49,20,85,33,76,42,90,82,35,74,11,77,37,66,25,36,35,76,83,81,23,17,31,22,44,35,27,73,84,57
2023-11-01,13,12,62,12,35,0,51,72,80,59,46,20,100,70,100,43,85,86,36,80,9,100,40,69,22,36,29,77,85,74,28,23,31,20,46,33,25,68,79,62
2023-12-01,13,14,87,16,44,36,53,72,100,96,60,21,85,46,70,40,100,83,38,76,13,75,45,73,24,37,26,74,91,86,20,23,36,21,45,28,25,86,89,62
2024-01-01,16,13,65,14,0,46,50,74,64,64,39,28,82,31,71,55,89,81,39,77,17,78,67,74,31,39,22,90,92,86,47,20,62,26,48,39,23,68,89,86
2024-02-01,17,11,74,12,0,50,41,76,64,78,36,23,70,22,64,76,83,74,34,67,13,69,50,76,32,36,22,72,80,74,32,25,36,23,45,42,12,72,76,72
2024-03-01,17,13,73,13,46,35,44,73,74,63,44,24,73,28,74,73,84,80,34,63,15,62,52,71,30,39,16,70,85,79,42,31,35,22,46,43,17,81,79,63
2024-04-01,17,13,74,13,81,63,42,74,70,69,35,23,74,32,74,39,75,84,34,62,16,60,44,71,22,37,17,71,84,78,27,22,30,24,48,41,12,86,86,68
2024-05-01,19,13,83,19,63,51,46,70,76,66,38,23,76,35,80,42,81,86,36,63,10,67,41,71,22,37,21,74,85,82,19,24,29,22,47,43,24,82,82,66
2024-06-01,20,14,77,19,66,57,42,72,72,71,46,24,77,27,92,52,69,82,35,59,15,70,44,62,24,37,19,71,85,76,0,17,30,26,46,35,20,90,87,60
2024-07-01,24,16,90,11,0,52,47,72,89,100,38,23,80,28,74,59,76,86,38,65,14,69,50,76,25,38,14,67,99,85,18,12,30,32,42,43,18,100,88,66
2024-08-01,25,14,85,19,86,54,47,72,75,84,54,25,79,29,75,54,80,84,39,77,10,70,46,72,29,36,16,66,91,92,15,16,30,25,45,37,18,83,94,66
2024-09-01,20,12,66,13,76,46,44,85,73,70,49,22,69,27,67,31,69,82,36,69,16,70,39,67,29,38,17,68,78,68,16,12,28,20,44,43,21,72,95,51
2024-10-01,19,13,68,21,0,43,43,77,68,65,57,23,65,26,73,49,74,86,37,74,17,70,39,68,22,37,20,71,73,69,19,15,28,20,47,39,11,73,83,52
2024-11-01,14,13,67,21,44,54,42,78,64,60,34,21,70,37,82,54,72,78,33,69,9,70,41,69,29,35,11,64,75,66,34,14,30,21,44,39,13,83,79,53
2024-12-01,15,15,80,16,45,0,50,82,83,89,53,22,61,32,63,55,84,77,38,72,14,59,45,70,14,38,21,67,76,78,16,16,33,21,48,36,0,94,92,61
2025-01-01,16,14,68,18,56,52,42,79,60,59,24,24,61,17,60,55,79,75,37,74,18,68,56,69,24,40,19,73,78,86,44,16,46,23,50,47,11,80,76,70
2025-02-01,15,13,61,13,56,45,39,83,57,61,27,21,55,16,53,64,79,71,40,75,0,67,48,67,24,38,19,62,73,66,33,15,36,19,49,51,0,71,76,59
2025-03-01,18,14,64,17,45,71,36,75,60,68,24,24,62,12,53,46,79,77,38,100,23,65,48,66,30,38,13,73,75,70,25,15,35,21,49,48,11,78,83,66
2025-04-01,16,15,59,19,90,0,38,78,60,78,35,23,62,19,60,54,78,77,37,70,14,58,44,65,30,38,11,62,73,68,29,24,34,22,48,45,0,86,86,61
2025-05-01,19,12,58,17,0,83,41,80,63,59,45,24,68,9,63,42,78,79,38,68,13,68,42,63,34,39,11,59,74,69,0,20,32,20,48,50,17,79,85,60
2025-06-01,24,11,52,16,73,64,41,77,54,42,27,23,63,17,46,39,73,70,33,56,21,54,44,63,34,34,11,56,65,58,13,15,35,17,44,100,15,95,94,62
2025-07-01,26,13,63,18,76,67,41,72,56,53,42,30,66,29,48,59,65,72,38,64,35,67,48,69,24,36,16,65,82,71,16,16,39,24,53,64,23,73,91,71
2025-08-01,40,18,76,18,83,48,43,73,62,72,40,88,64,30,47,32,76,69,38,64,25,60,87,68,23,40,15,62,81,76,17,20,42,23,51,51,0,84,98,100
2025-09-01,34,14,54,18,52,67,39,84,60,62,40,100,61,21,44,47,67,75,39,71,15,68,76,66,20,40,16,64,77,65,15,18,37,19,46,51,12,71,90,92
2025-10-01,28,13,54,17,56,100,37,70,68,93,32,87,57,18,42,0,57,66,35,62,0,56,100,65,19,33,11,59,70,59,19,23,48,25,46,43,0,86,91,96
2025-11-01,26,17,68,19,100,59,46,82,98,82,25,77,76,38,49,27,59,78,44,72,13,63,65,68,30,43,13,67,49,51,0,11,26,21,52,51,15,79,90,72
2025-12-01,23,16,77,17,0,76,48,84,93,74,33,62,68,35,40,47,71,78,42,69,19,67,54,68,35,42,17,60,56,68,15,9,32,20,52,46,13,96,98,66
2026-01-01,18,16,68,16,39,40,44,89,65,65,25,31,64,16,43,25,70,77,36,70,14,65,58,63,20,42,10,65,68,73,20,9,33,28,53,45,15,86,100,61
